tree= 0, node=  1, feature= 7, thr= 47.06, gain=0.328021
tree= 0, node=  2, feature= 0, thr= 54.90, gain=0.254391
tree= 0, node=  3, feature= 4, thr= 47.06, gain=0.199391
tree= 0, node=  4, feature= 8, thr= 58.82, gain=0.479528
tree= 0, node=  5, feature= 1, thr= 99.04, gain=0.285049
tree= 0, node=  6, feature= 2, thr= 43.14, gain=0.256673
tree= 0, node=  7, feature= 8, thr= 49.02, gain=0.204998
tree= 0, node=  8, feature= 8, thr= 25.02, gain=0.254169
tree= 0, node=  9, feature= 8, thr= 77.49, gain=0.138345
tree= 0, node= 10, feature= 7, thr= 25.80, gain=0.150727
tree= 0, node= 11, feature= 6, thr= 27.45, gain=0.197015
tree= 0, node= 12, feature= 6, thr= 43.14, gain=0.139770
tree= 0, node= 13, feature= 5, thr= 72.65, gain=0.112187
tree= 0, node= 14, feature= 8, thr= 26.90, gain=0.111452
tree= 0, node= 15, feature= 7, thr= 79.61, gain=0.308100
tree= 0, node= 16, feature= 7, thr= 14.75, gain=0.479980
tree= 0, node= 17, feature= 0, thr=  8.47, gain=0.289970
tree= 0, node= 18, feature= 6, thr= 39.22, gain=0.617242
tree= 0, node= 19, feature= 1, thr= 98.10, gain=0.325998
tree= 0, node= 20, feature= 1, thr= 92.73, gain=0.050098
tree= 0, node= 21, feature= 1, thr= 79.24, gain=0.199379
tree= 0, node= 22, feature= 0, thr= 88.53, gain=0.098486
tree= 0, node= 23, feature= 5, thr= 37.88, gain=0.164361
tree= 0, node= 24, feature= 4, thr= 27.06, gain=0.385687
tree= 0, node= 25, feature= 5, thr= 64.71, gain=0.498402
tree= 0, node= 26, feature= 0, thr= 96.08, gain=0.204799
tree= 0, node= 27, feature= 1, thr= 82.41, gain=0.383738
tree= 0, node= 28, feature= 5, thr= 94.47, gain=0.215760
tree= 0, node= 29, feature= 5, thr= 88.47, gain=0.082532
tree= 0, node= 30, feature= 6, thr= 70.59, gain=0.148984
tree= 0, node= 31, feature= 0, thr= 21.57, gain=0.361156
tree= 0, node= 32, feature= 6, thr= 76.47, gain=0.049088
tree= 0, node= 33, feature= 9, thr=  1.29, gain=0.252902
tree= 0, node= 34, feature= 6, thr= 31.37, gain=0.186674
tree= 0, node= 35, feature= 4, thr= 27.45, gain=0.491211
tree= 0, node= 36, feature= 7, thr= 13.53, gain=0.617139
tree= 0, node= 37, feature= 8, thr= 68.18, gain=0.049323
tree= 0, node= 38, feature= 3, thr= 98.04, gain=0.270816
tree= 0, node= 39, feature= 7, thr=  8.29, gain=0.551624
tree= 0, node= 40, feature= 1, thr= 72.59, gain=0.011734
tree= 0, node= 41, feature= 0, thr= 70.88, gain=0.124641
tree= 0, node= 42, feature= 1, thr= 74.06, gain=0.061156
tree= 0, node= 43, feature= 7, thr= 37.12, gain=0.115162
tree= 0, node= 44, feature= 0, thr= 71.18, gain=0.021401
tree= 0, node= 45, feature= 2, thr= 42.67, gain=0.023229
tree= 0, node= 46, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 47, feature= 8, thr= 72.55, gain=0.605634
tree= 0, node= 48, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 49, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 50, feature= 8, thr= 70.59, gain=0.161243
tree= 0, node= 51, feature= 9, thr= 47.29, gain=0.089878
tree= 0, node= 52, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 53, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 54, feature= 6, thr= 58.96, gain=0.052840
tree= 0, node= 55, feature= 7, thr= 83.69, gain=0.286346
tree= 0, node= 56, feature= 4, thr= 89.80, gain=0.386417
tree= 0, node= 57, feature= 0, thr=  1.51, gain=0.153292
tree= 0, node= 58, feature= 2, thr= 27.45, gain=0.152244
tree= 0, node= 59, feature= 9, thr= 43.63, gain=0.372427
tree= 0, node= 60, feature= 4, thr= 75.53, gain=0.077928
tree= 0, node= 61, feature= 7, thr= 60.16, gain=0.085106
tree= 0, node= 62, feature= 8, thr= 67.65, gain=0.063598
tree= 0, node= 63, feature= 7, thr= 81.18, gain=0.058123
tree= 0, node= 64, feature= 1, thr= 79.41, gain=0.021348
tree= 0, node= 65, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 66, feature= 5, thr= 74.14, gain=0.085287
tree= 0, node= 67, feature= 5, thr= 78.43, gain=0.041542
tree= 0, node= 68, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 69, feature= 6, thr= 88.88, gain=0.042812
tree= 0, node= 70, feature= 2, thr= 28.41, gain=0.049087
tree= 0, node= 71, feature= 7, thr= 22.12, gain=0.328191
tree= 0, node= 72, feature= 6, thr= 16.06, gain=0.187962
tree= 0, node= 73, feature= 4, thr= 26.45, gain=0.155320
tree= 0, node= 74, feature= 9, thr= 12.24, gain=0.076754
tree= 0, node= 75, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 76, feature= 7, thr= 29.49, gain=0.046838
tree= 0, node= 77, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 78, feature= 0, thr= 46.76, gain=0.049195
tree= 0, node= 79, feature= 9, thr= 11.39, gain=0.037271
tree= 0, node= 80, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 81, feature= 4, thr= 19.61, gain=0.509564
tree= 0, node= 82, feature= 0, thr= 55.29, gain=0.104358
tree= 0, node= 83, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 84, feature= 2, thr= 72.12, gain=0.135448
tree= 0, node= 85, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 86, feature= 4, thr= 62.76, gain=0.180319
tree= 0, node= 87, feature= 9, thr= 23.53, gain=0.595782
tree= 0, node= 88, feature= 6, thr=  0.53, gain=0.105142
tree= 0, node= 89, feature= 7, thr= 27.06, gain=0.211237
tree= 0, node= 90, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node= 91, feature= 8, thr= 41.18, gain=0.052125
tree= 0, node= 94, feature= 2, thr= 50.98, gain=0.460918
tree= 0, node= 95, feature= 8, thr= 80.12, gain=0.082414
tree= 0, node=100, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=101, feature= 3, thr= 87.25, gain=0.111665
tree= 0, node=102, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=103, feature= 9, thr= 73.49, gain=0.069836
tree= 0, node=108, feature= 4, thr= 19.35, gain=0.046604
tree= 0, node=109, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=110, feature= 5, thr= 80.41, gain=0.122683
tree= 0, node=111, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=112, feature= 9, thr= 39.16, gain=0.353266
tree= 0, node=113, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=114, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=115, feature= 0, thr= 56.69, gain=0.110409
tree= 0, node=116, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=117, feature= 1, thr= 93.10, gain=0.217069
tree= 0, node=118, feature= 6, thr= 57.73, gain=0.218367
tree= 0, node=119, feature= 3, thr= 89.00, gain=0.568930
tree= 0, node=120, feature= 3, thr= 97.96, gain=0.366727
tree= 0, node=121, feature= 4, thr= 85.41, gain=0.021171
tree= 0, node=122, feature= 2, thr= 57.65, gain=0.349167
tree= 0, node=123, feature= 0, thr=  1.96, gain=0.146511
tree= 0, node=124, feature= 1, thr= 81.18, gain=0.571881
tree= 0, node=125, feature= 0, thr=  0.41, gain=0.032868
tree= 0, node=126, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=127, feature= 7, thr= 92.24, gain=0.044167
tree= 0, node=128, feature= 0, thr= 29.57, gain=0.108183
tree= 0, node=129, feature= 5, thr= 43.35, gain=0.055953
tree= 0, node=132, feature= 7, thr= 29.12, gain=0.165861
tree= 0, node=133, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=134, feature= 4, thr= 30.98, gain=0.045739
tree= 0, node=135, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=138, feature= 7, thr=  0.92, gain=0.108955
tree= 0, node=139, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=140, feature= 3, thr= 79.33, gain=0.123017
tree= 0, node=141, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=142, feature= 7, thr= 10.35, gain=0.135088
tree= 0, node=143, feature= 5, thr= 68.63, gain=0.107959
tree= 0, node=144, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=145, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=146, feature= 6, thr= 32.67, gain=0.120456
tree= 0, node=147, feature=-1, thr= -1.00, gain=0.000000
tree= 0, node=148, feature= 9, thr=  0.24, gain=0.011238
tree= 0, node=149, feature=-1, thr= -1.00, gain=0.000000
